n59 v40, n55 v36, n50 v35, n59 v27, n60 v24, 
n55 v37, n62 v37, n59 v34, n50 v29, n59 v25, 
n62 v50, n62 v43, n55 v32, n51 v30, n59 v29, 
n62 v71, n62 v65, n50 v39, n50 v36, n51 v31, 
n62 v75, n62 v70, n51 v37, n50 v37, n74 v28, 
n62 v73, n50 v60, n51 v42, n55 v30, n35 v24, 
n62 v68, n50 v62, n51 v40, n55 v28, n55 v24, 
n50 v67, n62 v57, n51 v41, n74 v24, n55 v24, 
n62 v64, n50 v57, n51 v39, n55 v28, n59 v26, 
n62 v56, n50 v49, n59 v39, n51 v34, n59 v29, 
n50 v54, n59 v46, n62 v44, n59 v40, n51 v35, 
n50 v55, n59 v50, n62 v46, n59 v33, n51 v32, 
n50 v55, n59 v46, n62 v42, n59 v32, n51 v31, 
n50 v55, n62 v42, n59 v40, n51 v34, n59 v32, 
n50 v58, n51 v38, n59 v36, n62 v32, n59 v30, 
n50 v62, n62 v48, n51 v39, n74 v33, n59 v31, 
n62 v77, n62 v75, n51 v36, n55 v33, n50 v30, 
n62 v76, n62 v70, n55 v36, n51 v35, n55 v28, 
n62 v74, n62 v66, n51 v34, n55 v33, n55 v31, 
n62 v70, n62 v61, n63 v32, n55 v32, n55 v28, 
n62 v64, n62 v54, n55 v32, n51 v31, n55 v29, 
n62 v58, n62 v48, n51 v30, n55 v29, n55 v28, 
n62 v50, n62 v44, n59 v39, n59 v31, n55 v30, 
n59 v51, n62 v44, n50 v42, n59 v33, n55 v28, 
n59 v52, n50 v44, n62 v37, n59 v35, n60 v26, 
n59 v51, n50 v42, n59 v35, n55 v34, n55 v25, 
n59 v45, n50 v45, n62 v33, n59 v31, n51 v29, 
n50 v44, n62 v37, n59 v36, n59 v28, n50 v26, 
n62 v68, n62 v59, n50 v42, n74 v34, n50 v32, 
n62 v93, n62 v90, n63 v39, n50 v37, n50 v33, 
n62 v95, n62 v87, n51 v42, n50 v34, n50 v29, 
n62 v94, n62 v82, n51 v43, n50 v35, n74 v27, 
n62 v92, n62 v78, n51 v45, n50 v33, n74 v27, 
n62 v87, n62 v74, n51 v43, n50 v32, n74 v25, 
n62 v75, n62 v64, n51 v37, n59 v31, n50 v29, 
n62 v68, n62 v57, n59 v46, n59 v38, n51 v33, 
n62 v62, n62 v55, n59 v50, n59 v37, n51 v30, 
n62 v61, n62 v54, n59 v49, n59 v36, n51 v31, 
n62 v59, n62 v52, n59 v44, n59 v34, n51 v32, 
n62 v57, n50 v49, n59 v43, n59 v32, n51 v32, 
n62 v51, n50 v49, n59 v40, n51 v31, n59 v30, 
n62 v52, n62 v47, n59 v32, n50 v29, n45 v28, 
n62 v53, n62 v51, n54 v33, n73 v30, n59 v28, 
n62 v49, n62 v42, n54 v36, n59 v30, n51 v27, 
n62 v48, n62 v38, n54 v34, n59 v30, n51 v28, 
n62 v49, n62 v41, n54 v34, n59 v30, n63 v28, 
n62 v51, n62 v44, n54 v33, n63 v27, n35 v26, 
n62 v48, n62 v42, n54 v35, n63 v27, n45 v26, 
n62 v46, n62 v38, n59 v37, n54 v32, n59 v31, 
n62 v44, n59 v39, n62 v39, n54 v32, n59 v30, 
n62 v44, n62 v40, n59 v36, n54 v28, n59 v25, 
n62 v43, n62 v41, n59 v34, n54 v29, n59 v25, 
n50 v41, n62 v38, n59 v30, n54 v27, n59 v26, 
n62 v46, n62 v33, n35 v30, n59 v28, n38 v23, 
n62 v63, n62 v58, n63 v30, n50 v27, n69 v27, 
n62 v76, n62 v74, n51 v33, n50 v30, n74 v26, 
n62 v75, n62 v69, n51 v36, n50 v32, n74 v24, 
n62 v72, n62 v64, n51 v34, n50 v29, n74 v23, 
n62 v70, n62 v61, n51 v33, n50 v29, n74 v21, 
n62 v66, n62 v58, n51 v33, n50 v30, n50 v21, 
n62 v59, n62 v49, n51 v31, n59 v26, n36 v23, 
n62 v51, n62 v44, n59 v39, n59 v32, n51 v25, 
n62 v47, n62 v42, n59 v41, n59 v31, n60 v23, 
n62 v45, n62 v41, n59 v40, n59 v29, n51 v25, 
n50 v42, n62 v39, n59 v35, n59 v27, n60 v22, 
n50 v43, n62 v37, n59 v33, n59 v28, n51 v25, 
n62 v47, n62 v45, n59 v28, n51 v26, n50 v24, 
n62 v54, n62 v53, n35 v25, n63 v24, n45 v23, 
n62 v55, n62 v48, n63 v26, n54 v25, n59 v23, 
n62 v50, n62 v42, n63 v26, n54 v24, n59 v23, 
n62 v49, n62 v41, n63 v25, n54 v23, n59 v23, 
n62 v50, n62 v42, n63 v24, n54 v24, n59 v21, 
n62 v47, n62 v41, n35 v25, n59 v24, n45 v20, 
n62 v42, n62 v37, n59 v33, n59 v28, n60 v23, 
n59 v43, n62 v38, n62 v35, n59 v33, n60 v24, 
n59 v42, n62 v39, n50 v35, n59 v31, n60 v23, 
n62 v38, n59 v37, n50 v33, n59 v28, n60 v23, 
n59 v36, n50 v35, n62 v30, n59 v27, n39 v21, 
n50 v33, n59 v33, n62 v25, n35 v23, n60 v20, 
n62 v52, n62 v36, n63 v31, n74 v30, n74 v27, 
n62 v77, n62 v72, n63 v32, n50 v30, n50 v28, 
n62 v80, n62 v75, n51 v35, n50 v31, n74 v27, 
n62 v77, n62 v69, n51 v36, n50 v30, n74 v26, 
n62 v73, n62 v65, n51 v35, n50 v31, n74 v24, 
n62 v70, n62 v61, n51 v35, n50 v29, n74 v22, 
n62 v64, n62 v58, n51 v33, n50 v31, n50 v25, 
n62 v55, n62 v47, n57 v36, n57 v35, n51 v29, 
n62 v47, n57 v47, n62 v40, n57 v34, n74 v32, 
n50 v47, n62 v40, n57 v33, n57 v29, n39 v25, 
n50 v47, n62 v40, n57 v32, n57 v30, n51 v24, 
n50 v47, n62 v36, n57 v29, n57 v28, n51 v24, 
n50 v45, n62 v36, n57 v27, n57 v27, n39 v25, 
n50 v45, n62 v35, n57 v27, n50 v25, n57 v25, 
n62 v53, n62 v49, n69 v31, n57 v25, n54 v23, 
n62 v49, n62 v47, n69 v32, n54 v25, n51 v24, 
n62 v46, n50 v42, n51 v25, n54 v24, n69 v24, 
n62 v43, n50 v38, n54 v25, n51 v24, n69 v23, 
n62 v42, n50 v37, n54 v24, n69 v23, n51 v22, 
n62 v40, n62 v35, n69 v33, n69 v29, n54 v23, 
n57 v42, n62 v38, n57 v36, n62 v28, n45 v23, 
n57 v43, n62 v36, n57 v33, n62 v27, n39 v24, 
n50 v40, n62 v31, n57 v30, n57 v26, n54 v21, 
n50 v39, n62 v31, n57 v29, n57 v28, n39 v21, 
n50 v40, n62 v35, n57 v25, n54 v22, n69 v22, 
n62 v43, n50 v38, n57 v25, n51 v24, n57 v23, 
n62 v60, n62 v55, n69 v34, n50 v31, n51 v30, 
n62 v71, n62 v69, n69 v39, n50 v32, n51 v31, 
n62 v73, n62 v66, n69 v41, n51 v35, n50 v31, 
n62 v70, n62 v63, n69 v39, n51 v35, n50 v30, 
n62 v72, n62 v62, n69 v36, n51 v36, n50 v32, 
n62 v70, n50 v61, n51 v38, n69 v25, n69 v22, 
n62 v64, n50 v58, n51 v33, n57 v26, n69 v23, 
n62 v59, n62 v52, n57 v41, n57 v33, n51 v29, 
n62 v57, n50 v53, n57 v31, n57 v30, n51 v28, 
n50 v58, n62 v52, n51 v29, n57 v28, n57 v28, 
n50 v57, n62 v48, n57 v31, n51 v30, n57 v29, 
n50 v55, n62 v46, n51 v30, n57 v26, n57 v25, 
n50 v48, n62 v41, n51 v28, n57 v26, n57 v25, 
n62 v46, n50 v41, n45 v30, n54 v27, n51 v26, 
n62 v57, n62 v57, n45 v29, n54 v27, n51 v26, 
n62 v60, n62 v55, n69 v28, n54 v28, n51 v28, 
n62 v58, n62 v53, n69 v31, n51 v27, n54 v27, 
n62 v57, n62 v51, n69 v30, n54 v27, n51 v25, 
n62 v53, n62 v47, n69 v29, n54 v27, n51 v25, 
n62 v51, n62 v44, n54 v29, n51 v25, n69 v24, 
n62 v49, n62 v43, n57 v32, n57 v28, n54 v28, 
n62 v46, n62 v44, n57 v39, n57 v28, n54 v26, 
n50 v46, n62 v41, n57 v27, n57 v26, n54 v25, 
n50 v42, n62 v37, n57 v26, n57 v25, n54 v25, 
n50 v40, n62 v31, n54 v26, n57 v24, n39 v23, 
n50 v41, n62 v33, n54 v26, n69 v25, n57 v22, 
n50 v40, n62 v32, n54 v25, n57 v24, n57 v24, 
n64 v41, n64 v35, n64 v35, n50 v32, n65 v28, 
n64 v80, n64 v65, n64 v45, n76 v38, n53 v32, 
n64 v85, n64 v68, n64 v42, n76 v39, n52 v35, 
n64 v82, n64 v63, n64 v44, n52 v39, n53 v33, 
n64 v79, n64 v61, n64 v43, n76 v37, n52 v35, 
n64 v77, n64 v59, n64 v41, n52 v39, n53 v31, 
n64 v72, n64 v57, n64 v38, n52 v37, n53 v33, 
n64 v55, n64 v45, n67 v39, n67 v34, n64 v34, 
n67 v78, n67 v59, n67 v51, n52 v38, n40 v36, 
n67 v78, n67 v53, n67 v51, n40 v42, n52 v33, 
n67 v70, n67 v56, n67 v44, n40 v42, n52 v35, 
n67 v59, n66 v52, n67 v43, n59 v42, n67 v42, 
n67 v56, n66 v55, n66 v46, n67 v44, n59 v39, 
n67 v56, n66 v50, n66 v45, n67 v44, n40 v39, 
n67 v67, n67 v66, n68 v40, n67 v40, n66 v37, 
n67 v81, n67 v57, n55 v55, n40 v39, n74 v35, 
n67 v70, n67 v48, n67 v46, n40 v41, n74 v35, 
n67 v63, n67 v46, n67 v39, n64 v39, n40 v36, 
n67 v59, n55 v44, n40 v37, n67 v37, n74 v32, 
n67 v58, n55 v45, n64 v36, n55 v36, n40 v31, 
n67 v52, n55 v44, n52 v42, n52 v33, n55 v32, 
n71 v66, n71 v64, n71 v59, n71 v59, n71 v59, 
n71 v77, n71 v74, n71 v70, n71 v70, n71 v70, 
n71 v76, n71 v73, n71 v70, n71 v70, n71 v70, 
n59 v62, n59 v48, n71 v46, n71 v41, n71 v41, 
n59 v55, n72 v51, n59 v44, n72 v43, n55 v38, 
n59 v55, n72 v50, n72 v44, n59 v40, n55 v36, 
n71 v58, n71 v56, n71 v54, n71 v54, n71 v54, 
n71 v80, n71 v79, n71 v76, n71 v76, n71 v76, 
n71 v83, n71 v80, n71 v78, n71 v78, n71 v78, 
n71 v81, n71 v78, n71 v76, n71 v76, n71 v76, 
n71 v77, n71 v73, n71 v72, n71 v72, n71 v72, 
n71 v72, n71 v68, n71 v67, n71 v67, n71 v67, 
n71 v69, n71 v65, n71 v65, n71 v65, n71 v65, 
n71 v67, n71 v64, n71 v64, n71 v64, n71 v64, 
n71 v67, n71 v64, n71 v64, n71 v64, n71 v64, 
n71 v66, n71 v63, n71 v63, n71 v63, n71 v63, 
n71 v62, n71 v59, n71 v59, n71 v59, n71 v59, 
n71 v58, n71 v56, n71 v56, n71 v56, n71 v56, 
n71 v55, n71 v52, n71 v52, n71 v52, n71 v52, 
n52 v45, n52 v40, n71 v36, n71 v33, n71 v33, 
n64 v51, n64 v38, n71 v37, n55 v36, n71 v35, 
n64 v51, n55 v42, n64 v35, n71 v32, n71 v30, 
n64 v48, n55 v38, n64 v38, n71 v30, n71 v30, 
n64 v50, n55 v39, n52 v35, n52 v30, n74 v26, 
n64 v49, n55 v39, n64 v36, n52 v28, n74 v28, 
n64 v43, n55 v40, n52 v34, n43 v29, n40 v27, 
n59 v54, n59 v40, n64 v38, n55 v33, n52 v32, 
n59 v58, n59 v43, n64 v37, n55 v35, n40 v33, 
n59 v57, n59 v42, n64 v35, n55 v31, n40 v31, 
n59 v55, n59 v41, n64 v34, n55 v32, n71 v28, 
n59 v51, n59 v38, n55 v35, n40 v31, n64 v30, 
n59 v47, n59 v36, n55 v29, n40 v28, n64 v26, 
n50 v50, n62 v45, n63 v35, n50 v34, n59 v33, 
n62 v81, n62 v79, n69 v39, n51 v37, n50 v34, 
n62 v87, n62 v81, n51 v40, n50 v38, n50 v29, 
n62 v85, n62 v78, n51 v41, n69 v40, n50 v36, 
n62 v81, n62 v72, n51 v39, n69 v39, n50 v34, 
n62 v76, n62 v68, n51 v37, n69 v35, n50 v31, 
n62 v65, n62 v59, n51 v35, n50 v31, n40 v24, 
n50 v48, n66 v48, n62 v44, n47 v32, n59 v32, 
n59 v54, n66 v46, n66 v38, n59 v36, n50 v34, 
n59 v51, n50 v38, n66 v35, n67 v35, n59 v34, 
n67 v73, n67 v59, n67 v54, n59 v46, n59 v39, 
n67 v82, n67 v56, n67 v56, n59 v47, n59 v38, 
n67 v78, n67 v62, n67 v47, n59 v46, n59 v37, 
n67 v63, n66 v49, n67 v46, n55 v46, n50 v42, 
n55 v59, n66 v56, n62 v50, n67 v47, n62 v41, 
n55 v56, n66 v51, n62 v48, n67 v46, n50 v36, 
n67 v56, n66 v49, n67 v47, n62 v45, n50 v40, 
n67 v58, n67 v50, n66 v46, n50 v39, n62 v35, 
n67 v61, n67 v51, n66 v44, n50 v38, n68 v34, 
n67 v68, n67 v49, n67 v46, n50 v41, n66 v35, 
n67 v82, n67 v62, n67 v54, n62 v42, n59 v39, 
n67 v84, n67 v58, n67 v54, n59 v44, n62 v38, 
n67 v68, n55 v52, n67 v48, n59 v43, n50 v43, 
n69 v57, n67 v53, n59 v44, n69 v43, n55 v43, 
n69 v69, n55 v46, n69 v45, n69 v41, n59 v40, 
n69 v73, n69 v50, n69 v43, n62 v36, n55 v34, 
n69 v57, n69 v44, n69 v37, n55 v35, n68 v34, 
n62 v62, n62 v62, n67 v62, n67 v43, n67 v42, 
n62 v70, n62 v70, n67 v61, n67 v42, n67 v41, 
n62 v70, n62 v64, n67 v63, n67 v46, n67 v38, 
n62 v64, n67 v61, n62 v60, n67 v45, n67 v37, 
n62 v62, n67 v60, n62 v56, n67 v41, n68 v38, 
n67 v55, n62 v54, n62 v49, n67 v40, n68 v36, 
n67 v51, n50 v44, n62 v39, n59 v39, n67 v36, 
n59 v51, n67 v47, n59 v38, n67 v34, n62 v34, 
n59 v52, n67 v44, n59 v39, n67 v32, n62 v32, 
n59 v50, n67 v41, n59 v39, n50 v32, n67 v30, 
n59 v48, n67 v43, n59 v38, n50 v35, n67 v32, 
n59 v43, n67 v40, n59 v35, n67 v33, n50 v33, 
n74 v44, n55 v39, n74 v37, n59 v35, n50 v32, 
n62 v54, n74 v52, n74 v49, n62 v48, n59 v34, 
n62 v56, n62 v52, n67 v32, n59 v31, n55 v30, 
n62 v52, n74 v49, n74 v45, n62 v44, n67 v33, 
n55 v50, n62 v47, n67 v32, n55 v31, n62 v30, 
n55 v49, n74 v45, n62 v39, n55 v31, n67 v31, 
n55 v46, n62 v39, n67 v33, n55 v31, n59 v25, 
n55 v44, n59 v33, n67 v32, n74 v31, n55 v30, 
n55 v43, n59 v37, n55 v31, n67 v30, n59 v29, 
n59 v40, n55 v39, n59 v31, n55 v29, n67 v29, 
n55 v40, n59 v38, n67 v29, n59 v29, n55 v27, 
n55 v39, n59 v34, n50 v30, n67 v29, n55 v27, 
n55 v38, n59 v33, n50 v31, n67 v29, n43 v26, 
n62 v44, n62 v40, n74 v28, n55 v26, n59 v25, 
n62 v68, n62 v66, n69 v31, n50 v28, n63 v28, 
n62 v74, n62 v71, n51 v32, n69 v32, n50 v28, 
n62 v73, n62 v66, n69 v32, n51 v32, n50 v28, 
n62 v68, n62 v60, n51 v32, n69 v31, n50 v28, 
n62 v63, n62 v56, n69 v31, n51 v31, n50 v28, 
n62 v50, n50 v46, n51 v30, n35 v23, n47 v22, 
n59 v45, n50 v39, n66 v35, n59 v33, n66 v31, 
n66 v54, n66 v47, n59 v44, n59 v36, n48 v29, 
n59 v53, n59 v41, n66 v39, n48 v30, n66 v30, 
n59 v47, n64 v44, n64 v38, n59 v37, n64 v32, 
n64 v55, n59 v46, n64 v44, n59 v35, n38 v32, 
n64 v53, n59 v42, n64 v39, n59 v33, n76 v31, 
n64 v46, n66 v40, n64 v37, n38 v35, n59 v31, 
n62 v55, n62 v53, n66 v53, n66 v40, n45 v35, 
n62 v60, n62 v59, n66 v48, n54 v40, n64 v38, 
n62 v61, n62 v52, n66 v42, n66 v40, n64 v36, 
n62 v58, n62 v47, n66 v43, n54 v36, n64 v33, 
n62 v51, n62 v45, n66 v43, n66 v35, n64 v31, 
n62 v50, n66 v47, n62 v43, n66 v38, n64 v31, 
n66 v47, n62 v40, n66 v39, n62 v34, n36 v32, 
n71 v63, n59 v60, n71 v49, n59 v47, n71 v46, 
n59 v72, n71 v54, n59 v50, n71 v48, n71 v43, 
n59 v67, n71 v50, n59 v47, n71 v42, n71 v39, 
n59 v58, n72 v44, n59 v43, n71 v42, n71 v37, 
n59 v50, n72 v49, n72 v42, n59 v40, n66 v37, 
n72 v55, n72 v53, n59 v41, n72 v37, n72 v37, 
n71 v43, n71 v42, n72 v41, n72 v41, n71 v40, 
n71 v74, n71 v74, n71 v69, n71 v69, n71 v69, 
n71 v76, n71 v73, n71 v70, n71 v70, n71 v70, 
n71 v75, n71 v72, n71 v69, n71 v69, n71 v69, 
n71 v73, n71 v69, n71 v68, n71 v68, n71 v68, 
n71 v70, n71 v66, n71 v64, n71 v64, n71 v64, 
n71 v64, n71 v64, n71 v59, n71 v59, n71 v59, 
n59 v70, n59 v54, n71 v44, n71 v40, n71 v40, 
n59 v73, n59 v55, n71 v43, n71 v38, n71 v38, 
n59 v71, n59 v52, n71 v42, n71 v37, n71 v37, 
n59 v68, n59 v50, n71 v38, n71 v34, n71 v34, 
n59 v62, n59 v48, n71 v32, n71 v29, n71 v29, 
n59 v53, n59 v40, n50 v33, n71 v29, n62 v28, 
n62 v54, n62 v49, n59 v38, n59 v29, n36 v27, 
n62 v66, n62 v63, n35 v30, n63 v28, n38 v25, 
n62 v64, n62 v57, n63 v29, n35 v29, n45 v24, 
n62 v62, n62 v50, n63 v31, n59 v27, n54 v25, 
n62 v61, n62 v51, n63 v29, n59 v27, n54 v25, 
n62 v60, n62 v49, n63 v30, n35 v27, n43 v23, 
n62 v53, n62 v46, n59 v40, n59 v33, n63 v26, 
n59 v53, n62 v48, n62 v40, n59 v40, n36 v26, 
n59 v54, n62 v44, n62 v42, n59 v39, n60 v28, 
n59 v54, n62 v44, n59 v39, n62 v39, n60 v26, 
n59 v50, n62 v44, n62 v37, n59 v36, n54 v26, 
n59 v48, n62 v43, n59 v35, n62 v35, n54 v24, 
n59 v41, n50 v32, n63 v31, n62 v29, n38 v28, 
n62 v56, n62 v55, n50 v35, n63 v32, n74 v32, 
n62 v81, n62 v81, n51 v33, n50 v32, n74 v30, 
n62 v84, n62 v78, n51 v36, n50 v32, n50 v27, 
n62 v81, n62 v71, n51 v38, n50 v35, n74 v25, 
n62 v75, n62 v65, n51 v39, n50 v31, n69 v29, 
n62 v67, n62 v61, n51 v38, n50 v33, n50 v24, 
n62 v55, n50 v51, n51 v31, n66 v31, n50 v25, 
n50 v49, n66 v43, n62 v39, n66 v32, n66 v31, 
n50 v47, n66 v40, n57 v36, n62 v36, n57 v35, 
n50 v47, n57 v36, n66 v35, n38 v33, n39 v31, 
n64 v48, n57 v44, n64 v40, n57 v38, n50 v35, 
n64 v64, n64 v48, n57 v43, n38 v37, n64 v29, 
n64 v60, n64 v48, n57 v41, n38 v35, n76 v27, 
n64 v58, n64 v43, n50 v40, n64 v34, n57 v31, 
n62 v53, n50 v49, n64 v45, n45 v39, n35 v33, 
n62 v53, n62 v50, n64 v42, n45 v39, n54 v34, 
n62 v51, n64 v42, n62 v42, n54 v34, n45 v30, 
n62 v47, n62 v44, n64 v41, n64 v34, n54 v32, 
n62 v46, n64 v41, n62 v40, n54 v32, n64 v31, 
n62 v44, n64 v39, n62 v36, n54 v31, n64 v29, 
n62 v40, n62 v39, n64 v38, n64 v31, n54 v30, 
n62 v40, n45 v38, n50 v32, n64 v28, n54 v25, 
n45 v40, n62 v35, n57 v33, n62 v31, n64 v29, 
n50 v38, n64 v34, n45 v32, n62 v30, n57 v25, 
n50 v40, n64 v32, n57 v30, n57 v30, n54 v27, 
n50 v39, n62 v35, n45 v30, n57 v27, n64 v26, 
n57 v36, n50 v33, n62 v31, n57 v25, n35 v22, 
n62 v46, n50 v41, n57 v30, n50 v28, n57 v27, 
n62 v64, n62 v62, n69 v34, n51 v30, n50 v29, 
n62 v69, n62 v63, n69 v35, n51 v33, n50 v28, 
n62 v69, n50 v59, n51 v36, n69 v24, n69 v24, 
n62 v68, n50 v61, n51 v37, n69 v24, n38 v22, 
n62 v66, n50 v62, n51 v36, n69 v22, n69 v22, 
n62 v63, n50 v55, n51 v33, n69 v23, n69 v21, 
n62 v53, n62 v49, n57 v36, n57 v33, n51 v26, 
n50 v50, n62 v45, n57 v37, n57 v34, n51 v25, 
n50 v52, n62 v42, n57 v35, n57 v33, n39 v28, 
n50 v51, n62 v39, n57 v32, n57 v32, n51 v27, 
n50 v51, n62 v36, n57 v31, n57 v30, n51 v28, 
n50 v48, n62 v36, n57 v29, n57 v27, n51 v26, 
n50 v42, n62 v33, n62 v29, n57 v28, n57 v27, 
n62 v51, n62 v45, n45 v34, n54 v28, n38 v26, 
n62 v52, n62 v51, n54 v34, n45 v27, n73 v24, 
n62 v46, n62 v39, n54 v37, n38 v27, n55 v25, 
n62 v42, n54 v35, n50 v35, n51 v23, n35 v23, 
n62 v42, n62 v37, n54 v34, n55 v25, n73 v25, 
n62 v45, n62 v37, n54 v34, n45 v23, n63 v23, 
n62 v43, n62 v38, n54 v31, n57 v27, n45 v24, 
n62 v41, n62 v37, n57 v35, n57 v31, n54 v30, 
n62 v42, n50 v39, n54 v30, n45 v26, n39 v23, 
n62 v44, n50 v41, n54 v30, n57 v25, n39 v25, 
n62 v42, n62 v38, n57 v29, n54 v28, n38 v23, 
n62 v39, n62 v38, n54 v29, n57 v26, n39 v22, 
n50 v32, n62 v28, n54 v28, n51 v23, n57 v23, 
n52 v32, n52 v30, n38 v25, n42 v24, n39 v22, 
n64 v49, n52 v45, n52 v33, n64 v28, n65 v21, 
n52 v53, n52 v48, n64 v25, n65 v21, n71 v20, 
n52 v50, n52 v47, n64 v21, n71 v20, n65 v20, 
n52 v49, n52 v43, n64 v21, n71 v20, n71 v18, 
n52 v47, n52 v43, n71 v19, n64 v17, n71 v17, 
n52 v38, n52 v37, n67 v36, n67 v34, n67 v34, 
n67 v75, n67 v58, n67 v53, n40 v32, n52 v28, 
n67 v77, n67 v54, n67 v52, n59 v45, n40 v37, 
n67 v65, n67 v52, n59 v50, n67 v41, n59 v36, 
n66 v58, n67 v55, n67 v45, n59 v44, n66 v42, 
n67 v56, n66 v55, n67 v47, n59 v41, n59 v38, 
